word,translation
klären,"to clarify, to clear up (an issue or misunderstanding), to fill in unknown details, to resolve, to sort out (a problem or a question)"
gründen,"to found, to establish (a community, settlement, organization, company, etc.)"
entfernen,to remove
Information,a piece of information
beides,both
Doctor,Former spelling of Doktor which is no longer standard.
lebend,living
waschen,to wash
tausende,alternative letter-case form of Tausende (“thousands [of]”)
vieles,"much, many things"
Schnee,snow
ergeben,"to yield, produce"
Feigling,"coward, chicken"
sicherlich,certainly
Besitz,ownership
vernünftig,"reasonable, sensible"
Geräusch,"noise, sound"
Stärke,strength
empfangen,"to receive (e.g. a present, a guest)"
dauernd,"constant, incessant"
Stefan,"a male given name, feminine equivalent Stefanie or Stephanie, equivalent to English Stephen"
geheim,"secret, clandestine"
Schlacht,battle
eindeutig,"unambiguous, unequivocal, explicit, unique"
Politik,politics
Universum,universe
Mittel,"agent, appliance"
riechen,to smell (something)
eingesperrt,confined
Werk,"work, achievement (the result of working)"
KM,abbreviation of Kaltmiete
Schrank,"cabinet (storage closet either separate from, or built into, a wall), or (specifically):"
C,"The third letter of the German alphabet, called ce and written in the Latin script."
wirken,"to function, to be effective, to work"
warnen,"to warn, to caution, to admonish"
russen,Switzerland and Liechtenstein standard spelling of rußen
irgend,at all (regarding possibility/ability)
zugeben,"to admit, confess (to own up to something)"
bestätigen,"to confirm, to corroborate"
Fresse,"mouth, gob"
gefühlt,perceived
Sara,Sarah
grenzen,to border
Führer,"guide (person who assists people by providing information, giving directions, etc.)"
Verbrecher,criminal
einst,"once, formerly (a long time ago)"
Zigarette,cigarette
Brille,"glasses, spectacles (frames bearing two lenses worn in front of the eyes to correct vision)"
beschlossen,"decided, agreed"
Gedanke,a thought [with an (+ accusative) ‘[of/about] (something)’]
Künstler,artist
Abenteuer,adventure
Mexiko,"Mexico (a country in North America, located south of the United States, and northwest of Guatemala and Belize from Central America)"
angeblich,"alleged, pretended, reported"
Caroline,a female given name from French
wachsen,to grow
erfolgreich,successful
Internet,internet
Eva,Eve
vermögen,to be able to
Klinik,clinic
Kauf,purchase
Pizza,pizza
Osten,East
kennenlernen,"to get to know, become acquainted with (a person, place, thing)"
anbieten,"to offer, to provide"
Scheisse,Switzerland and Liechtenstein standard spelling of Scheiße
aufwachen,"to awake, to wake up"
Stimmung,mood (emotional state)
Amanda,a female given name
richten,"to direct, to point"
Bulle,bull (male cattle)
Maske,mask
per,"by, by means of, through, via"
Oberst,colonel
Leiter,ladder
April,April
Schnitt,"cut, the result of cutting"
erfunden,"invented, contrived"
Krankenwagen,"ambulance, ambulance car, ambulance van"
Fett,"fat, grease"
verwenden,"to use, to employ, to apply"
Schädel,skull
zurecht,only used in zurechtweisen etc.
Unglück,unhappiness
mußt,Formerly standard spelling of musst which was deprecated in the spelling reform (Rechtschreibreform) of 1996.
heil,whole
irren,"to wander (to move around aimlessly, being unable to find where one wants to go)"
Verlust,"loss (all senses, except defeat, for which Niederlage is used)"
Einladung,invitation
Sophie,"a female given name, variant of Sophia"
abgemacht,agreed
lecker,"yummy, tasty"
Fluch,"curse, malediction, bane"
Schulter,shoulder
heilen,"to heal (an injury, sickness, etc.)"
aufgegeben,"abandoned, derelict, forsaken"
hundert,one hundred
Stern,a star
Klo,"toilet, loo (UK)"
momentan,current
Sendung,delivery (by a postal service)
brav,"good, well-behaved or reliable, obedient"
Jagd,"hunt, hunting"
Markt,market (gathering for sale and purchase)
grün,green (in colour)
Wüste,desert
Patient,patient (male or of unspecified sex or female)
Zweck,purpose
Hass,"hatred, hate"
benehmen,"to behave, to act, to conduct oneself (in a certain way - specifically in a good/appropriate way if not otherwise specified)"
Klang,"sound, tone"
aufgrund,"due to, because of, as a result of, by reason of, on account of"
real,real (that has physical existence)
Senator,"senator (member in the house or chamber of a legislature called a senate, or of the executive branch of city government in Berlin, Bremen, and Hamburg)"
Verstärkung,reinforcement
fähig,capable (having the general capability to)
stattdessen,"instead, in lieu (of)"
Tim,"a male given name, popular in the 2000's"
angreifen,to attack
Magen,"stomach, maw"
Zucker,sugar
Ritter,knight
erstaunlich,"amazing, impressive, surprising (contrary to or surpassing expectations, in a positive or neutral framing)"
berichten,"to relate, to tell, to give an account of"
Schaff,"wooden container, tub, barrel"
ausziehen,"to move out, to vacate"
Uniform,uniform (distinctive outfit as a means of identifying members of a group)
Mum,mum
Planet,planet
ciao,ciao
Realität,reality (state of being real)
Kommissar,commissioner
Holz,wood (material)
Pack,"package, bundle, bunch, (unwieldy) bag"
schneiden,to cut
Tiger,tiger
erfüllen,to fill (with something physical or abstract)
Anteil,"share, portion"
House,"house music, house"
Weib,"woman, broad"
Urteil,"judgment (the preferred spelling in a legal context), verdict, sentence (court decision)"
wayne,who cares
freiwillig,voluntary
Gesundheit,health (state of being in good physical condition and free from illness)
Scheidung,separation
achten,"to care about, to pay attention to"
Angelegenheit,"matter, issue, affair"
Öffentlichkeit,public
wiederholen,to repeat (to do or say again)
Revier,"defined area of land, principally used for hunting or foraging"
loslassen,"to let loose, let go (physically or emotionally)"
Wirklichkeit,reality
begeistert,"enthusiastic, thrilled"
meistens,mostly (for the most part)
Verfügung,"disposal, disposition (control over something)"
äußerst,"utmostly, extremely"
Roman,novel
Jungfrau,"virgin (person, especially female, who has never had sexual intercourse)"
Ratte,rat
Verteidigung,defence
posten,"to post (to publish an entry or comment in a forum, chat, or social media)"
Schreibtisch,"desk, cabinet (any table, frame, or case for the use of writers and readers"
happy,glad
hammer,contraction of haben + wir
Pater,father (monk who is a priest)
gewohnt,"usual, customary, familiar"
bewahren,"to keep, to preserve (to maintain the condition of)"
Tasse,"cup, mug (drinking vessel)"
durchs,contraction of durch + das
Stress,stress (emotional pressure)
schenken,"to give as a present, to gift"
Anklage,charge
kugeln,to roll or bowl
drum,contraction of darum
Kalifornien,California (the most populous state of the United States)
linken,to deceive
Bereich,"area, realm, range, scope"
West,the west (used without article
Zeuge,"witness, wit (slang), deponent, attestor (attester), voucher (male or of unspecified gender)"
vorbereiten,to prepare
zusehen,to watch
Ali,Ali (name)
korrekt,correct
Jäger,hunter (male or of unspecified sex)
Tunnel,tunnel
aufregend,"exciting, captivating (evoking giddiness or thrill)"
Pfarrer,pastor (clergyman who serves a parish)
Blaue,(female) blue one
gewiss,certain
täglich,daily
besessen,obsessed
Reifen,tyre
Jessica,a female given name
übers,"contraction of über + das, literally “over the, above the”"
Christus,Christ (Jesus seen as the messiah)
Probe,trial
Viertel,"quarter, fourth"
Hurensohn,"son of a bitch, motherfucker, bastard"
Wissenschaft,science (a branch of knowledge or academic discipline dealing with a systematic body of facts or truths)
Hinweis,hint
Suppe,soup
Scheißkerl,"shithead, son of a bitch"
Texas,Texas (a state in the south-central region of the United States)
Hauptmann,captain (male [also female] or of unspecified sex
Gedächtnis,memory (ability to recall)
Verdacht,suspicion
Behandlung,treatment
rosa,coloured in a pale shade of pink
Sicht,view
nix,no way!
einladen,to invite (to ask someone to come)
Scheck,"check, cheque"
französisch,French
Ursache,cause (source or reason of an event or action)
besiegen,to defeat (to overcome in battle or contest)
verzweifelt,desperate
erwischen,to catch (often referring to catching someone in an act of wrongdoing)
Truck,truck
opfern,"to sacrifice, to give up (for a goal or cause)"
Jahrhundert,a century (period of 100 years)
bestellen,"to order (e.g. food at a restaurant, items for delivery)"
Wissenschaftler,scientist
Mitleid,"pity, compassion"
bereiten,"to prepare, to make"
Schwachsinn,nonsense
Vampir,vampire
erscheinen,to appear
Miete,rent
Titel,title
Antrag,"application, request"
freien,to marry or marry off
verbrennen,"to burn (to cause to be consumed by fire or flames), to incinerate, to combust"
Dutzend,dozen
Martha,Martha (biblical figure)
Fische,Pisces
rauskommen,to come out
Verrückter,"crazy person, lunatic, maniac (male or of unspecified gender)"
hässlich,ugly
Indianer,"Indian, American Indian, Native American"
Hirn,brain (organ)
befreit,"freed from something, liberated"
Sitz,seat
Linie,line
Dummkopf,"airhead, birdbrain, bubblehead, feather-brain, featherhead, jingle-brains, lamebrain, peabrain, pinhead"
Sand,sand (particles of rock)
Basis,"basis (foundation, principle)"
Käse,cheese
Gegner,"adversary, opponent, enemy"
WE,abbreviation of Wohneinheit
sammeln,to gather
Stil,style
Schock,shock (mental or medical condition)
berühren,to touch
Vorteil,"advantage, plus, benefit, perk (of a job)"
Monica,"a female given name, a less common variant of Monika"
elf,eleven
Affäre,"a delicate, problematic or annoying affair, business that forces one to act carefully"
Empfang,"receipt, acceptance, welcome (act of receiving someone or something)"
verabschieden,to say goodbye (to)
Applaus,applause
fürchten,to fear
Ausweis,identity document
Start,start (beginning of a project)
Roboter,robot
Hafen,harbour/harbor
rund,"round, rounded, similar as in English, especially:"
beeindruckend,impressive
daneben,"next to it, next to that"
Fabrik,plant (factory or industrial facility)
Einfluss,"inflow, influx"
Bedrohung,threat (indication of imminent danger)
identifizieren,to identify
anschauen,to look at
Gouverneur,governor (male or of unspecified gender)
Hans,a male given name
sparen,to save up
besondere,"special, particular, extraordinary"
Cent,"cent, the smaller unit of the euro"
Kreuz,cross
albern,"goofy, silly, childish (inappropriately funny)"
That,Obsolete spelling of Tat which was deprecated in 1902 following the Second Orthographic Conference of 1901.
Stop,Formerly standard spelling of Stopp which was deprecated in the spelling reform (Rechtschreibreform) of 1996.
Identität,"sameness, identicalness, identity"
eng,"narrow, tight"
Miststück,mean person
nebenan,next door
Training,"training (exercise, chiefly physical)"
negativ,negative (undesirable)
Unterricht,"lesson, class, instruction, education"
verwendet,used
stets,always
Zentrale,"central office, headquarters"
Revolution,revolution
Mauer,"a wall, usually one made of stone or concrete"
umdrehen,"to twist, to turn, to turn around"
bestehen,"to succeed, to pass (an exam)"
meinetwegen,because of me
liefern,"to supply, provide"
pünktlich,"punctual, on time"
unglücklich,"unhappy, unjoyous, unjoyful, misfortunate, miserable"
not,only used in nottun
Ewigkeit,eternity
plus,"plus, increased by"
Reaktion,reaction (responding or countering action)
angestellt,"employed, hired"
Fieber,fever (heightened body temperature)
wenden,to turn something so as to cook or roast it from both sides
Mitarbeiter,"employee (person who works, together with others, in a particular business or institution)"
aussteigen,"to exit, get off (especially a vehicle)"
Deck,deck (of a ship or boat)
Penner,bum (homeless person
Lektion,"lesson (chapter of a textbook, section of a course)"
leiten,to lead
nachsehen,"to check, to look into, to investigate, to explore, to consider"
Kreis,circle
Stahl,steel
Dusche,a shower (for bathing)
ausruhen,"to rest, to recover (through rest and relaxation)"
Walker,"fuller, felt-maker"
angenehm,"pleasant, pleasing"
Kilo,kilo
gelöst,"solved, resolved"
tollen,"to romp, gambol, cavort"
Schluck,"sip, swallow, small drink"
Tour,"tour, journey"
Rückkehr,return
Donnerstag,Thursday
Störung,"disturbance, disruption, nuisance, bother"
clever,clever
Wunde,"sore, wound"
überfallen,"to attack, to assault"
steuern,"to steer, to navigate, to pilot, to operate, to control"
MM,initialism of Monatsmiete(n)
OP,short for Operation
Mäuse,money
Junior,junior
Dienstag,Tuesday
Verabredung,appointment
Geruch,"smell, odour"
unheimlich,"uncanny, creepy, eerie (causing fearful discomfort)"
Jugend,youth (quality or state of being young
Verdienst,merit (something worthy of a high rating)
mutig,courageous
extrem,extreme
voran,"forth, ahead, forwards"
Albert,a male given name from Old High German
Staatsanwalt,"public prosecutor (UK), district attorney (US)"
Italien,Italy (a country in Southern Europe)
verschwenden,"to waste, to squander"
bereuen,"to regret, to rue"
Gepäck,"luggage, baggage"
Stellung,"position, posture (specific way of holding or positioning the body)"
Staub,dust
blauen,to turn blue
klauen,to steal
prüfen,"to check, test, examine"
Aufnahme,reception
Text,text (writing consisting of several sentences and forming a discrete unit)
Graf,count (a member of the German nobility)
Sport,sport (athletic activity that uses physical skills competitively under a set of rules)
Leidenschaft,passion (powerful emotion)
Flotte,fleet
Gehöre,"excessive or lengthy hearing, listening"
Kindheit,childhood
EL,initialism of Esslöffel
vermeiden,"to avoid (something happening, doing something)"
Benzin,gasoline
üben,"to practice, to drill, to train"
Warnung,warning
testen,to test (by experiment or scientific method)
Klaus,a male given name
Marcus,"a male given name, a less common variant of Markus"
Nathan,Nathan (biblical prophet)
Afrika,Africa (the continent south of Europe and between the Atlantic and Indian Oceans)
graben,to dig
Nutte,whore
diamanten,diamond
klingen,to ring
Schokolade,chocolate (food made from ground roasted cocoa beans)
erstens,"first, firstly, in the first place"
bedroht,threatened
Karl,a male given name from Old High German
betreten,"to enter, to go or come into"
Eile,hurry
Manager,"manager (see usage notes below) (male or of unspecified sex, sometimes female)"
abgelehnt,"rejected, declined"
gewollt,deliberate
Fan,"fan, devotee"
gewöhnlich,"usual, normal, ordinary, everyday"
Schild,"sign, plate (flat surface bearing information)"
Bahnhof,"railway depot, railroad station, railway station, train station"
Flügel,"wing (of a bird, airplane, etc.)"
berühmt,"famous, well-known, renowned, celebrated, noted"
weitergehen,"to proceed, progress, continue"
Japan,Japan (a country in East Asia)
filmen,"to film, to shoot"
Barbara,"a female given name, equivalent to English Barbara"
innen,within
Minister,minister (a person who is commissioned by the government for public service)
Belohnung,"reward, bounty"
Hitler,a surname
Molly,"ecstasy, molly, mandy (the drug MDMA)"
beibringen,to teach
informieren,"to inform, to update"
reingehen,"to go in, to get inside, to go inside"
Munition,"ammunition, munition"
notwendig,necessary
Gentleman,"gentleman (well-mannered, charming man)"
Appetit,appetite
Narr,fool (a person being stupid or oblivious to facts)
Höhle,cave
betrachten,"to look at, to consider, to behold"
erneut,renewed
Schütze,shooter
Figur,"figure, figurine"
Alexander,"a male given name, feminine equivalent Alexandra or Sandra, equivalent to English Alexander"
Farm,farm (see usage notes)
angeboten,"offered, proffered, tendered"
erstmal,first (before anything else)
Lärm,"noise, din, racket"
verbergen,"to hide, conceal from view, keep secret"
einstellen,to hire (to add someone to a position of employment)
ausgerechnet,"Used to express irritation, indignation, or a similar emotional response to something against one's will"
bergen,"to recover, salvage, rescue"
Toter,cadaver
bescheuert,"idiotic, crazy, foolish"
Fahrrad,bicycle
planen,to plan (some action or event)
gestört,"disturbed, impaired, abnormal (mentally)"
eingestellt,adjusted
Lese,"harvest, picking"
Go,go (board game)
Koch,cook (one who cooks
Widerstand,"resistance (act of resisting, or the capacity to resist)"
verbinden,"to join, to combine, to connect, to interlink"
rauch,obsolete form of rau (“rough”)
Abmachung,"deal, bargain, agreement, arrangement"
Ware,"goods, merchandise, ware, commodity"
Heiliger,saint (male or of unspecified gender)
Hintergrund,background
Verkauf,sale
begrüßen,to welcome
nächster,"next, following"
Drachen,kite
Technik,technique
Führung,lead
Anzeichen,"sign, indication"
Fantasie,imagination
Badezimmer,"bathroom (a room in a private dwelling where people wash themselves, containing a shower and/or bathtub)"
Höhe,"height, altitude"
Christian,"a male given name, feminine equivalent Christiane, Christina, or Christine"
Sünde,sin
Angela,"a female given name from Latin, equivalent to English Angela"
besitzen,"to own, to possess"
weggehen,"to go away, leave, scram"
Satz,sentence
Auftritt,"appearance, look, comportment, behavior"
Nina,"a female given name, popular since the 1980s"
rausfinden,clipping of herausfinden
Euro,euro (currency)
Nass,moisture
Mai,May (month)
h,"the letter h, see H"
ruhen,to rest
Admiral,admiral (male or of unspecified gender)
Kühlschrank,refrigerator
Universität,university
senden,to broadcast
wovor,in front of what
Stille,"stillness, silence"
taub,deaf (not hearing)
verwandeln,"to turn, to change, to transform"
scheißegal,"totally unimportant, doesn't fucking matter"
Kollege,"colleague, coworker, workmate, fellow worker or member"
auftauchen,"to come up (of a subject or name in conversation, a difficulty in a project, etc.)"
Exzellenz,Excellency (form of address for certain high officials or dignitaries)
Jonathan,Jonathan (Biblical character)
Ergebnis,"result, outcome, conclusion, finding, fruit, consequence, upshot, answer"
Kurt,a male given name
Kopie,"a copy, the result of copying something, a duplicate"
dreimal,"thrice, three times"
telefonieren,to have a telephone call
rausholen,clipping of herausholen
nützlich,useful
Legende,legend (story)
Teddy,clipping of Teddybär (“teddy bear”)
aussagen,to state
Lucas,"a male given name, variant of Lukas"
Seil,"rope, line, cord"
Tempel,temple (edifice dedicated to one or multiple deities)
beschissen,shitty
gestanden,"experienced, competent, seasoned"
keinerlei,"no … whatsoever, no … at all"
Nigger,nigger (male or of unspecified gender)
Baron,baron
außen,outside
bequem,"comfortable, convenient"
Konto,account
hunderte,alternative letter-case form of Hunderte
Spion,spy
Jacob,"a male given name, equivalent to English Jacob or James"
Aaron,Aaron
Gesetze,obsolete form of Gesetz
Felix,"a male given name from Latin, equivalent to English Felix"
Be,"flat sign, ♭"
weswegen,"why, for what reason"
einkaufen,to shop
Bande,gang (group of people united for some immoral or criminal objective)
Raumschiff,"spaceship, spacecraft"
hinsetzen,to sit down
verhandeln,"to negotiate, to debate"
Homer,Homer (ancient Greek poet)
rächen,to revenge
Feier,celebration
Technologie,technology
August,August (month)
vögeln,"to catch birds (compare ""angeln"")"
stöhnen,"to moan, to groan, to grunt (to vocalize in a low, unarticulated manner, typically as an extension of exhaling)"
umso,the (forming the parallel comparative with je)
Bibel,"Bible, bible"
Humor,humor (something funny)
Jordan,"Jordan (a river in West Asia in the Middle East, that empties into the Dead Sea, flowing through Israel, the Golan Heights, the West Bank and Jordan)"
daheim,"home, at home (adverb)"
kürzlich,"recently, lately (in the recent past)"
SMS,SMS (text message)
Material,material (matter)
beschreiben,to describe
Ellen,a female given name
Abschluss,exclusion
verärgert,"upset, annoyed, angry"
abgeben,"to give up, relinquish, let go, concede, hand over, etc. (power, money, valuable objects, etc.)"
schieben,to push
Knopf,button (fastener)
Rätsel,"riddle, puzzle, mystery, enigma"
Atem,breath
Island,Iceland (an island and country in the North Atlantic Ocean in Europe)
Jünger,disciple (one who learns from and follows a usually religious or philosophical teacher
Freie,the open (air)
Teller,"plate, dish"
Verrat,"treason, betrayal, treachery, backstabbing, bewrayment"
Kette,"chain (series of interconnected rings, usually of metal)"
brach,fallow
Organisation,"organisation, organization"
schalten,to switch
Hubschrauber,helicopter
Militär,military
Überfall,"an unanticipated violent attack, especially"
erwähnen,to mention [with accusative or (archaic) genitive ‘something’] (speak of something)
Palast,palace
Wäsche,"wash, washing, laundry (the act of cleaning with water"
bekämpfen,"to fight (against something), to combat"
übersehen,"to overlook, disregard, ignore"
Data,archaic form of Daten
befreundet,"friendly, friends"
versetzt,offset
einzig,"only, sole"
existieren,to exist
beleidigt,"offended, insulted, annoyed, aggrieved, sulky"
Bär,bear (animal)
weich,soft
Ratten,"a municipality of Styria, Austria"
Gabe,"gift, present, donation, alms"
Süßes,nominalization of süß
tauschen,"to trade, to exchange, to swap, to barter"
erschöpft,exhausted
heben,to lift
Linke,left hand
Victoria,"a female given name from Latin, variant of Viktoria"
Anzeige,"advertisement, announcement (in a newspaper, etc.)"
Katastrophe,"catastrophe, disaster, calamity"
darunter,"below it, below that, thereunder"
herzlich,"warm, warmhearted, friendly, affectionate, cordial"
leihen,to borrow
überraschen,to surprise
Treffer,"hit (A blow, punch, strike hitting a target.)"
Umgebung,"environment (area around something), vicinity, surroundings"
ignorieren,to ignore (deliberately pay no attention to)
Haken,hook (a rod bent into a curved shape)
ruinieren,"to ruin (to destroy or make dysfunctional, e.g. of health, relationships or financially)"
höchstens,at most
Ausdruck,"expression, term"
Nation,nation (community of people)
Leib,body
Pilot,pilot (one who steers an aircraft)
uni,"unicolour, single-colour"
Kram,stuff
beteiligt,"involved, concerned, participating"
Botschafter,"ambassador, emissary, head of mission"
sinnlos,"meaningless, pointless, senseless"
reagieren,to react
Kehle,throat (front of the neck)
derselbe,the same
Reporter,reporter (male or of unspecified gender)
anstellen,"to queue, to line up"
brennen,to burn
Laune,"mood, humor"
Staffel,season
Pool,ellipsis of Swimmingpool
ungewöhnlich,"uncommon, unusual, unordinary"
versaut,filthy
Gewicht,weight
Ausgang,exit (passage from inside to outside)
Mädel,girl (especially member of a group of female friends)
Zweiter,runner-up (male or of unspecified gender)
zweitens,secondly
Funk,radio (technology)
Einstellung,"attitude, mindset, disposition"
heimlich,"secret, clandestine (done or kept in secret)"
scheiden,to separate
Schwäche,weakness
räumen,"to clear an area of debris, snow, mines, or other impediments"
Garage,"garage (building used to store cars, tools, etc.)"
einig,"some, a few, plenty"
Russland,Russia (a transcontinental country in Eastern Europe and North Asia)
einfallen,"to occur (to someone), to come (to someone)"
schämen,"to be ashamed or (less often) embarrassed, bashful"
typisch,typical
Übung,practice (degree of being used to and proficient in some activity)
Studio,studio
Kopfschmerzen,headache
Leutnant,lieutenant
genial,"genius, ingenious, genial (in the sense of genius)"
zunächst,"first, first of all, in the first place, to begin with, initially"
reißen,to tear (something)
pleite,broke
anhören,"to listen to the end, to hear out"
Leere,"emptiness, void"
unhöflich,rude
Konzert,concert (musical event)
Knarre,"ratchet, gragger, noisemaker"
Paradies,paradise
Küste,coast
Ferien,"holidays during which an institution (especially a school, university) or a business is closed"
live,"live (as it happens, in real time, directly"
ordentlich,"tidy, orderly"
Felsen,rock
G,"The seventh letter of the German alphabet, written in the Latin script."
Couch,"sofa, couch"
umziehen,to move
studieren,to study at university or college level
Netz,net
Puppe,doll
besiegt,defeated
Ais,A-sharp
Last,"load, burden"
Liebhaber,"aficionado, enthusiast, lover"
Wecken,an oblong bread roll
nähern,"to approach, to come near [with dative ‘[something/someone]’]"
Gesang,"singing, vocals"
Asche,ash
bewaffnet,armed
Gemeinde,municipality
entgegen,against
Geschwindigkeit,"speed, pace, tempo, velocity, rate"
entwickeln,"to develop, to gain (strength, a skill, a talent, an ability, etc."
Juli,July
dunkeln,to darken
Beute,booty
aua,"ouch, ow (expression of one's own physical pain)"
gefasst,"cool, with composure"
Rita,a female given name
reizend,lovely
Ehefrau,"married woman, wife"
treu,loyal
mächtig,"powerful, mighty"
rollen,to roll
Kommandant,commander (of small or medium-sized units)
Durst,thirst
Bibliothek,library
Tina,"a diminutive of the female given names Christina, Kristina, Bettina, or Martina"
Otto,"a male given name, feminine equivalent Oda, Odilia, Ottilie, Uta, or Ute"
Museum,"museum (building or institution dedicated to the protection and exhibition of items with scientific, historical, cultural or artistic value)"
Versicherung,insurance
schmutzig,"dirty, filthy, grimy"
Verlass,reliance
doppelt,double (made up of two matching or complementary elements)
diskutieren,to discuss
Ex,ex (male former romantic partner)
nirgends,nowhere (in no place)
mitmachen,"to take part, to participate, to join in"
Dämon,demon
eingehen,to enter
Spanien,"Spain (a country in Southern Europe, including most of the Iberian peninsula)"
Ankunft,arrival
Motiv,motive
grausam,cruel
Rebecca,"a female given name from English [in turn from Biblical Hebrew], variant of Rebekka"
Kunde,"customer, patron, client"
Gefangene,"prisoner, captive, detainee (female)"
pinkeln,to pee
Apartment,apartment
Bewusstsein,"consciousness, awareness"
DNA,"DNA, synonym of Desoxyribonukleinsäure"
Tipp,"tip, hint"
gewöhnen,"to accustom, inure, make accustomed"
Schwarzer,a black object or being
Zauber,"charm, spell, an instance of magic action"
safe,safe
Hanna,Hannah (biblical character)
Vergleich,comparison
spanisch,Spanish
Rad,wheel
Fähigkeit,"ability, capability"
Hannah,"a female given name from Biblical Hebrew, variant of Hanna"
scheinbar,apparently (seemingly)
kontrolliert,controlled
Hitze,heat
Hollywood,"Hollywood (a neighbourhood of Los Angeles, California, known as the center of the American motion picture industry)"
hierbleiben,to stay here
Bau,"building, construction (the act of constructing)"
Laute,lute
entschlossen,"determined, set, resolute"
Stiefel,boot (shoe)
tapfer,"brave, dauntless, hardy, tough (strong in the face of hardship, pain, danger)"
ersetzen,to replace
Weißer,white person (Caucasian person)
Julian,a male given name from Latin Julianus
R,"The eighteenth letter of the German alphabet, written in the Latin script."
mitbringen,"to bring (along, with), to accompany"
verwickelt,"involved, embroiled"
decken,"to cover (a roof, with a blanket, etc.)"
Spielzeug,toy
soeben,"just now, quite recently (moments ago)"
Ausrüstung,"equipment, gear"
zack,Onomatopoeia expressing that something happens quickly or suddenly.
Prüfung,an official test or examination on a subject
ausmachen,"to turn off, switch off"
Camp,camp (accommodation in tents)
Lieferung,"delivery, shipment"
Begriff,"term, word"
grünen,to be green
weglaufen,to run away
Ruth,Ruth (biblical character).
Sekretärin,female secretary
benötigen,"to need, to require"
Hügel,hill
hell,"clear, bright, light"
durchsuchen,to search
ungern,unwillingly
Modell,A model of an object
widerlich,disgusting
großzügig,"generous (of people or a gift, donation, support, etc.)"
Meeting,a business meeting
hervorragend,"outstanding, superb"
Clara,a female given name from Latin
positiv,positive
Esel,"ass, donkey"
duschen,to shower
Protokoll,protocol
schmuck,"pretty, spruce"
Handel,deal
Friedhof,"cemetery, graveyard"
leeren,to empty
abnehmen,to take off (to remove something that is attached to something or on top of it)
Segen,blessing
Irrtum,"error, mistake"
fällen,"to cut down, to chop down, to fell (a tree)"
Sender,agent noun of senden
unwichtig,unimportant
Krone,crown
Blitz,a bolt of lightning
kehren,to sweep
hinweg,away
trocken,dry (not wet
Steuer,tax
amüsieren,to be amused
jenseits,"beyond, on the other side of"
bedanken,"to thank, to express thanks"
Muster,example
Grant,"disgruntlement, resentment, grudge"
bomben,to bomb (detonate explosives)
erheben,"to raise, lift (one's arm, voice, glass, etc.)"
proben,to rehearse
Bete,beet
unangenehm,unpleasant
Zuviel,excess
heulen,"to howl, to whine (make a loud, usually high-pitched sound)"
Flur,"hall, hallway, corridor, stairwell"
ansonsten,"otherwise, besides, beyond that, if that happen not"
Wirkung,effect
orten,to locate
Fleck,"stain, spot, blot, fleck, smear"
Jude,Jew
Tal,valley
Gelächter,"laughter, laughing"
ausreden,to finish speaking
Aussicht,"scenery, view, outlook (also figuratively)"
köstlich,costly
German,germane
Hausaufgaben,homework
personal,personal
versehen,to perform (a service or duty)
Sebastian,a male given name
Ebene,plain
trainieren,"to work out, to exercise, to train"
Tiefe,depth
schweren,to be difficult
Strecke,stretch
Franz,"a male given name from Latin, equivalent to English Francis"
romantisch,romantic
Dicke,thickness
Käfig,cage
Ausbildung,"training, apprenticeship, vocational education, education"
vergiftet,poisoned
Ausweg,"way out, escape route"
ankommen,to arrive
Hexen,hexene
Mannschaft,crew members of a ship
Do,abbreviation of Donnerstag (“Thursday”) alternative form of Do.
blicken,to look (usually in a certain direction toward something)
Freier,"john, punter (client of a prostitute)"
Benjamin,Benjamin (Biblical figure)
Drehbuch,"script, screenplay"
Interview,interview (journalistic dialogue)
allzu,all too
ey,"Used to call someone's attention, or as an intensifier when placed at the end."
Huhn,chicken
Ladung,"cargo, freight"
Gegenwart,the present
bedenken,"to consider, bethink"
wiederkommen,"to return, to come back, to come again"
K,"The eleventh letter of the German alphabet, written in the Latin script."
Öl,oil
bilden,"to form, to train"
schmecken,to taste
süßen,to sweeten
Tagebuch,"diary, journal"
Abschied,"parting, farewell"
Anblick,"view, sight, look"
Owen,"Owen (a town in Baden-Württemberg, Germany)"
Motorrad,motorcycle
narren,to fool
Hauptsache,"main thing, most important thing"
herrlich,fantastic
Engländer,"an English person (male or of unspecified gender), an Englander"
Ruhm,"fame, glory"
einsteigen,to get in or on
Kapitel,chapter (section of a text)
bezüglich,"regarding, with respect to"
Abstand,"distance, interspace, spacing, interval, gap"
Trainer,"trainer, coach"
Alibi,alibi
Gewinn,"profit, gain, yield"
Märchen,fairy tale (folk tale)
Missverständnis,"misunderstanding, misinterpretation"
zurückbringen,"to bring back, recall, restore"
Bursche,"boy, young man"
Teppich,"rug, carpet (cloth covering for a floor)"
Phase,"phase, stage, period"
löschen,"to quench (fire, thirst, or lime)"
sozusagen,"so to speak, in a manner of speaking"
nebenbei,"besides, additionally, along the way"
online,online
Furcht,fear
Klavier,piano
Führerschein,"driver's license (US), driver's licence (Aus), driving licence (UK)"
Indien,India (a country in South Asia)
Laster,vice (bad habit)
Jennifer,a female given name.
begreifen,to grasp fully
Wille,will
Stift,"pin (short rod of metal, wood etc., used e.g. for fastening)"
überwachen,"to control, to monitor, to supervise"
womöglich,possibly
Angel,"tackle, fishing rod (angler's tool consisting of hook (Haken), line (Schnur), and rod (Rute))"
Michel,"a male given name, variant of Michael"
